TP,TN,FP,FN,accuracy,precision,recall,specificity,amplification_type,mut,Sr,dens,AOE
29,2938,1,1,0.9993263725159987,0.9666666666666667,0.9666666666666667,0.9996597482136781,polonies,0.001,30,50,50
