TP,TN,FP,FN,accuracy,precision,recall,specificity,amplification_type,mut,Sr,dens,AOE
28,59913,21,2,0.9996164365285838,0.5714285714285714,0.9333333333333333,0.9996496145760336,polonies,0.01,30,100,10
